listing_id,id,date,reviewer_id,reviewer_name,comments;;;
9419,582861775,2019-12-27,205470192,Tawnya,A fun atmosphere within a lively community.   Great communication with the host.;;;
9419,394997306652994979,2021-06-28,406647465,Lindsay,Couldn’t have asked for a better stay! Angielena is an amazing host with excellent communication! She is so friendly and will go out of her way for you to be comfortable. Best experience in such a cool place. Love all the artwork and how much character the building has! Extremely clean and the AC was a major plus considering the heat wave! Would definitely recommend!! 😊;;;
9419,400707037592975322,2021-07-06,304555612,Brittny,Angielena is so understanding and accommodating to me and my husband! Loved the stay and the vibe. Super convenient to get to the city too; the bus stop is a couple minutes’ walk.;;
9419,404380353364566753,2021-07-11,298638080,Mary,Angielena is a wonderful host. The bed was super comfy.  Enjoyed the place so much that we’ve already booked again!;;;
"9419,411605688555308587,2021-07-21,197528453,Jane,""Loved this old school hotel, very comfortable rooms and bed, and Angielena made me feel right at home! If you're sensitive to sounds like I am, the sound from the pool hall and the planes felt like a dull roar/white noise - I was able to sleep through it pretty easily. The neighborhood is also great, lots of good food within walking distance. I'm excited to come back and visit as soon as I can!""";;;
9419,415927955830705691,2021-07-27,36359312,Nihar,Angielena was a great host and the room was super clean and cute. Neighborhood is super fun and active!;;;
9419,474704367018471800,2021-10-16,396115858,Jason,Apartment was great and bathrooms were very cleanly. Only complaint is laundry is $7 each time which is ridiculous and you have to make an appointment the day before which the host forgot about for me on several occasions.;;;
"9419,587038127093795536,2022-03-20,311278925,Kevyn,""For starters—I’ll say I don’t usually do public reviews. Because in the grand scheme of things how do you know which are real and which are not?<br/>That said—I’ll state that this is a real review. I’ll keep it short. My stay at this place was awesome to say the least. Angielena was very attentive and helpful and made me feel welcome from the moment she handed me the keys to the moment I handed them back. <br/>The vibe of the whole place is magical. The art that covers the walls makes you feel like you’re in an art museum. I found myself just wondering the halls from time to time, looking at all the amazing art pieces. <br/>There is no kitchen in the rooms themselves BUT another favorite part of mine was the community kitchen which includes all you need (cooking items, utensils, etc.) along with a sitting area packed with fun reading material and games. <br/>I have nothing bad to say about this place. The building is older so when walking through the halls and closing and opening doors it can be pretty loud. Also it’s right above a awesome pool hall so if you’re looking for more of a quiet getaway I wouldn’t suggest this place. <br/>I would suggest you try it out though. You can’t beat the price and it’s a short (20 min.) bus ride to downtown. <br/>This place gave me a maximalist vibe, with a new thing to look at at every turn. I’ll be coming back for sure!""";;;
"9419,597195325809090959,2022-04-03,64112710,Samantha,""This space is wonderful! Lots of light all day and cozy furnishings. Georgetown is a tasty and fun neighborhood to stay in. The room was surprisingly quiet during the day. I recommend the earplugs on weekend nights for sleeping (host provides in the common kitchen), but the bar noise and airplanes were not so loud as to disturb evening activities. I’d love to gush over this this space more, but would rather keep it as a secret hideaway for myself.""";;;
"9419,642836014448747263,2022-06-05,16584222,Shaun,""I stayed at Angielena's for about a month and found it easy and accommodating.  The place is centrally located in Georgetown and hip and fun area with a row of bars and good restaurants, a comic/vinyl shop and a good coffee shop. Angielena is communicative and listens to your preferences.  The shared bathrooms are rarely not available when you need them and the kitchen has all you need to get you going.  Worth a stay if you want the convenience of and fun of a great area and an amazing host.""";;;
9419,666676945729385288,2022-07-08,82169900,Angela,such a convenient and affordable place to stay. love the connection to the community and the creativity. always a great stay!;;;
"9419,668167316692773572,2022-07-10,219733422,Katrina,""Angielena’s place was perfect for our stay in Seattle. The room was cozy and had so much character to it, and the shower in the bathroom was awesome. The vibe of Georgetown was great and we really enjoyed the local bars. Would recommended and will 100% be back.""";;;
"9419,672508333088193697,2022-07-16,458478887,Irina,""Blew our expectations. Clean, nicely decorated, and the 8 head shower was life changing. Will definitely be back next time I'm in Seattle. Thanks so much for having us and being awesome hosts.""";;;
9419,676934696845956275,2022-07-22,3434827,Amanda,This place is a true gem. It has tons of character and exudes creativity and charm. Tons of amenities and thoughtful touches. I had a great stay.;;;
"9419,679048535769355179,2022-07-25,74140796,Mario,""The place was great. I was mostly there to sleep and shower. It was relatively close to many places. I was happy scooters were around to get me to the Market and T-Mobile park. The bars downstairs do play music pretty late, but it’s not terrible and easy to sleep through. It’s also nice the bars serve food and drinks pretty late. Would definitely stay again if I were coming back.""";;;
"9419,681180170006453478,2022-07-28,195449587,Clare,""Wow! This place is incredible! Really cool space that was fun to stay in. The art is amazing! My room was very comfortable. The location is fantastic";" many restaurants, coffee shops and a record store all within a block or two. Very easy to get to from downtown with either a car or public transportation. Angielena and Rick were great hosts. I definitely recommend this place!""";;
"9419,684823275599405102,2022-08-02,255668359,Desirae,""The coolest spot to stay during your trip to Seattle! Super easy access to downtown but also the cutest lil area in itself for exploring. Many walkable bars + restaurants including the two that are directly underneath. There’s also a Flea Market right in the parking lot on the weekends with local vendors! …. and a wedding chapel… and donuts….. and puppies:) highly recommend the Liquor Company right down the street if you’re into delicious vegan goodness.<br/>Angielena’s place is truly one of a kind. From the beautiful art filled hallways and the adorable back porch for early morning coffee or late night 🍃shenanigans🍃 to the unmatched hospitality and cleanliness, you definitely will not regret booking with her!<br/>Thank you again, Angielena & Rick! <br/>We cannot wait to be back<3""";;;
9419,686355786442789705,2022-08-04,189777460,Brittany,Exactly as listed! Thank you Angielena for the early check in :);;;
9419,689172822458594857,2022-08-08,67025973,Jan,great little place in the heart of Georgetown;;;
"9419,691402163664937225,2022-08-11,3912212,Chris,""Great place to stay especially if you're into history or architecture. Great value, spend your money on good food not on the exclusivity of your own bathroom. I really enjoyed the character of the building. This is a hotel from 1941, there were really cool transoms over all the doors to the rooms. Their was a great vibe all of the other guests were very friendly. I didn't have a problem with it but the building is close to Boeing airfield and you cane here the planes land. This is my first trip to Seattle (definitely not my last) that seems to be something they just deal with in this city. Their were plenty of restaurant's and bars un the block and 11 minutes away there is a Starbucks that opens  at 3:30am if you're on East coast time. Thanks Angielena, I was in town for a funeral and you made things a lot easier!....one more thing, there  is a rain shower, if you're a tall guy this is FIRE!!!""";;;
9419,698665570536343989,2022-08-21,433948051,Hayley,This place is such a fun little hidden gem! There is so much neat artwork to look at and just an overall inspiring feel to the building. The bars downstairs and on the street have great food and lots of cool people around to meet. The hosts were very welcoming and we felt very comfortable. Loved everything about it.;;;
9419,702254823991247443,2022-08-26,209970555,Sven,Angielena‘s is a great and lovely person and her place is about what Airbnb is about. Truly unique place to stay at with lots of pieces of arts and things to discover. You can really feel that it’s not just a room with a bed. Also loved that a pot of filtered water was waiting for us in the fridge upon arrival…just one of the small things that make you feel welcome. Also ear plugs are provided  to ignore the planes and bar. Great connection with the bus to downtown just right in front of your door (using „transit go ticket“ app is the easiest way);;;
"9419,710929618741385786,2022-09-07,464158254,Abner,""This place is very unique, and is positioned in a small town area with plenty of things to do. Hosts are very keen on communication, and are very helpful.""";;;
"9419,720321905911637914,2022-09-20,196492032,Patrick J.,""Great place for an easy stay in Georgetown, in a beautiful historic building. Easy access to bus lines that get you into downtown Seattle or any other part of the city. Lots of food, coffee and drink options nearby. Thank you!""";;;
"9419,724671255290001763,2022-09-26,7100783,Josh,""I truly enjoyed Angielena's place.  The space itself was warm and inviting.  Had a lot of nice touches.  The area is really cool, it's a different neighborhood in Seattle I haven't been to before and so much was going on.  I came on a busy weekend which added to the festivities.  I enjoyed my stay so much.""";;;
9419,729053527988164798,2022-10-02,148164867,Michael,The place is situated in Georgetown about 20 minutes away from the city center of Seattle. Agnielena welcomed me personally and showed me around. She is a super friendly host who build her own dream in a small alternative community.;;;
9419,739209903526323746,2022-10-16,481612016,Diva,All the rooms are unique and funky. The shower is unbelievable and the Georgetown Trailer Park Mall on the weekends is super cute. Would definitely stay here again.;;;
"9419,805246326884327026,2023-01-15,39430313,Hyeyeon,""This is a charming, fun, and affordable place.  I've stayed here twice and will definitely stay here again.""";;;
"9419,865303790372043030,2023-04-08,119110277,Boris,""this is a very nice place with artists and close to a vibrant neighborhood<br/>of course the building is from the 20th century but there are plenty of amenities to forget it<br/>great value for money great hosts, would come back again !""";;;
"9419,897232015931876059,2023-05-22,91010102,Dan,""Angielena is an excellent host who greets all guests personally, with her little dog Pickles. She was very helpful assisting me with travel plans and suggestions. Her photos and descriptions accurately reflect my experience. My room was clean and air conditioner was efficient. The accommodation is in Georgetown, which has a warm village feel, with fantastic bar and meal options. The bus is out the front and the trip to downtown is easy and less than $3.<br/>The two-story building is an old hotel.  The ground floor consists of three bars, so expect some noise at night.""";;;
9419,902226149298536942,2023-05-29,43441383,Derek,We enjoyed our stay at Angielena’s and hope to return next time we are in Seattle. Georgetown was nice and convenient to get to anywhere in Seattle easily. There were also many good places to eat all in walking distance.;;;
"9419,905230291621320226,2023-06-02,398485538,Rebecca,""I can't say enough good things about Angelina's place. Best host I've had so far. She's a lot of fun as is the location. Easy walk to a few places to eat or drink as well as coffee shops. This place is also right on a bus line, so you don't even have to drive if you choose not to. Pretty easy access to downtown if you do drive . I will definitely stay here again.""";;;
"9419,906586126715501495,2023-06-04,507693343,Maggie,""Angielena was very welcoming and kind! The space was really unique and had lots to do in the area, we had so much fun!""";;;
"9419,914573056399275685,2023-06-15,23552407,Rachel,""I can't recommend this location hard enough. It's between some great restaurants, including the Star Brass Lounge below, the space is delightful";" my partner and I LOVED all the artwork. If you're looking to feel at home instead of in a hotel, this stay is the one for you. Check out Bro Joe's coffee right down the street for some delightful breakfast and drinks.""";;
"9419,918229750983130792,2023-06-20,518915614,John,""Casa fácil de ubicar,  transporte accesible, en general el cuarto muy amplio y espacioso, baños limpios y cocina con muchos elementos para usar, el tema de los bares en el primer piso hay que tenerlo en cuenta ya que si hacen bastante ruido en las noches. En general la pase increíble...""";;;
"9419,921814827377393537,2023-06-25,3035427,Tatyana,""Charming old building, lots of character and history, artwork everywhere, super cool back porch and a charming room. <br/>There is a bar downstairs and I was surprised by now little noise I heard in my room. <br/>Angielena is a responsive and friendly host. And they have AC! Trust me, not all places in the PNW do and you really need it in the summer nowadays. Highly recommended.""";;;
"9419,927707167614588929,2023-07-03,172104358,Cassandra,""We had such a great stay.  The bathrooms and room were very clean and there was AC, which was nice to have for the warm weather. The neighbourhood has a really cool vibe with great bars and breweries and several great restaurants that were recommended to us by the host. It was really easy to take the bus to the stadiums (the bus stop is right across the street) and we didn’t have too much trouble with parking. Overall would recommend.""";;;
"9419,930521520774421113,2023-07-07,502464513,Audrey,""We were greeted by Angeliena's warm and friendly presence, cozy bathrobes for an enormous fancy shower, and crisp AC and chilled water on a hot summer day. The place was always very quiet and there was never any trouble using the bathroom despite the presence of other guests. It was so lovely to return to this peaceful, art-filled space after long days exploring Seattle! It is a little removed from things but very easy to get downtown via transit, and the restaurants & cafes immediately surrounding are excellent, which made things a lot easier. Would stay here again in a heartbeat - thank you so much!""";;;
9419,933504855886063347,2023-07-11,212286174,Striška,Nice and cozy place;;;
"9419,938494776145785677,2023-07-18,522062724,Megan,""Good place in a fun location! Location was great for traveling into downtown but several fun bars and restaurants in the area too. Angielena was amazing, personable and helpful!""";;;
"9419,948000312826283034,2023-07-31,518409211,Alejandra,""The place was wonderful, in an active area with loads to do. The place blocked noise and was very quiet and pleasant. I'd highly recommend.""";;;
"9419,950793096892140235,2023-08-04,414548383,Rose,""This place was Everything I expected and more. a great place to stay if you want to get a true R&R plus artsy vacation experience.The Serinto restaurant a block up is a great place to eat, meet people, drink and the wait staff are marvelous at offering go to places in the area.  the ability to reall easily go in an out on your room at Freewill was wonderful. I did not have any problems with sharing the bathroom with others since there are three of them. The kitchen is FULLY STOCKED and marvelous for cooking if you want to save yourself money on going out. everything was very clean. Everything was very eclectic. a wonderful place to just chill and find your zen. Would highly recommend it and will definitely be coming back again. Great value,, wonderful host, wonderful location, wonderful accommodations. Can’t say enough. Good things about it. Thanks Angelina and Rick.""";;;
"9419,952318167296684394,2023-08-06,125696034,Zev,""From the beginning Angielena was extremely communicative.  I got multiple e-mails from her regarding location and amenities.  She made arrangements for our late arrival and Rick was there to help us move in and get information on how amenities could be used.<br/>Quite Bohemian.  The rooms not being used as Airbnb units are used an artists collective.  Have to give Angielena kudos for that, helping out the community.<br/>Ear plugs are supplied to help dampen the music coming from nearby bars.<br/>As an added bonus the Blue Angels had a show in Seattle and flew fast, loud, and a surprise that wont be forgotten.""";;;
"9419,962462474536008956,2023-08-20,312923514,Nastassia,""I found myself surprised at how much this spot felt like a hostel. I wasn’t expecting that, but I would still choose to stay there knowing that.  I will warn people who have trouble sleeping with noise that right downstairs (below all the accommodations) is a very active pool hall and planes frequently pass overhead. She provides earplugs though and my bed/pillows were very comfortable!!""";;;
9419,967459269428220417,2023-08-27,461114780,Tessa,Great stay!;;;
"9419,973306473391460722,2023-09-04,184663806,Harvey,""Great stay, convenient area to get into downtown Seattle, and Georgetown itself was lovely too. The hosts were brilliant and very helpful. Will definitely be back""";;;
"9419,982736468230684379,2023-09-17,392101926,Reid,""This was a return visit for us and we enjoyed it very much. Angelina's place is in the heart of Georgetown, making it a very fun escape for a weekend.""";;;
"9419,986401436956508281,2023-09-22,509010860,Mary K.,""These accomodations are basic, but sufficient and near so many great places, there's really no need to have much more. And, it. was a chance to live out the idea from my younger self that it would be cool to live above a bar - and really wasn't terrible. I turned on the AC unit and that pretty well dulled the noise. Angielena was friendly and responsive during check-in and inquiries about WiFi issues.""";;;
"9419,1171122838325806629,2024-06-03,8307131,Irma,""Nice environment, close to the airport in pleasant neighbourhood""";;;
9419,1175528911469866990,2024-06-09,316018189,Xueqin,总体很好，只是第一天晚上感觉音乐有些炒;;;
"9531,857976,2012-01-12,207057,Wendy,""My husband, 2 year old daughter and I stayed at the Sweet Orange for several nights.  It is a darling house, with everything one could need or want for a pleasant stay.  The gas fireplace was very cozy, and the beds were so comfortable it was difficult to leave them. ";;;
<br/>;;;
"<br/>I would happily recommend this place for short or long term stays. """;;;
"9531,1503834,2012-06-18,2085069,Diane,""What an incredible experience we had at the Orange Craftsman! There wasn't a THING the owner hadn't thought of to accomodate us and make our stay the most special of our 6 day travel across Washington from Spokane to San Juan Island. My mother, sister, 18 yr old niece and I were ALL impressed and we were all so sad as we left. This lovely little place feels like you are home the minute you walk in. It was very quiet and felt like a world away from the hustle and bustle of downtown Seattle. We got to meet the host and just loved visiting with her and hearing the history of the home when we asked her to share it with us. I told her I would return with my husband in the fall so he can enjoy this lovely little jewel in West Seattle. I couldn't recommend a place any higher than Sweet Orange! """;;;
"9531,2486942,2012-10-02,3509427,Gina,""The orange craftsman is indeed very adorable!  Cassie had everything that one would need in there and the house couldn't have been more charming and clean.  She was a pleasure to rent from.  The beds were extremely comfortable.  There are views of the Olympic mountains and Puget Sound from the deck, and the neighborhood is perfect for walking to all the restaurants, bakery's and shops of West Seattle.  Next visit to Seattle, I will certainly want to stay there again.  It could not have been more perfect.  Thanks Cassie!""";;;
"9531,9899101,2014-01-18,579253,Adriana,""Wonderful place, lovely neighborhood. ";;;
<br/>Great attention to detail and outstanding communication from Cassie. ;;;
"<br/>Would stay there again on a heartbeat. """;;;
"9531,10309408,2014-02-12,6724622,Joel,""This home is perfect.  Extremely clean and well maintained.  Beautifully appointed with wonderful furniture, amazing beds, and fine linens.  The pictures on this site do not do the place justice.  Sometimes pictures look better than the real thing, but this is not the case with the Sweet Orange.  It is even better in person!  Cassie was a perfect host, checking in via text to make sure we had everything that we needed or if she could help us in any way.  We can not wait to go back!  My only regret was that it was snowing when we were there and didn't have the opportunity to utilize the lovely deck that has a view of the water.  Next time! ";;;
"<br/>Thanks Cassie!""";;;
"9531,13784923,2014-06-04,5326609,Ingrid,""I returned to the Sweet Orange again this year. The home is absolutely gorgeous (I spent the first 30 minutes simply in awe the house). The care with which the detail and amenity of each room was furnished and decorated is surprising, and brings out all of its old world charms. It is comfortable, very clean, and provides you with all the things you need to feel like you are living in a second home. The house sits just behind California Ave SW, only a short block from Husky deli, bakeries, cafes, restaurants, bars, shops, and of course, Easy Street Records in Alaska Junction. Yet you would never know how close to the vibrant junction this home is, when sitting in the quiet and lush backyard garden. The highlight, I would say, is the deck overlooking the sound and evening sunsets.  Cassie is a friendly, generous, and kind host. She makes every accommodation to ensure her guests' comfort and convenience. I would not stay anywhere else in Seattle, and recommend this place to anyone.""";;;
"9531,18991193,2014-09-04,7852290,Tanya,""Wonderful experience! Cassie is an awesome host and very detailed oriented from the local guide complete she created with maps and  thoughtful touches such as fresh half and half in the fridge and organic fresh ground coffee. The beds and bedding were extremely comfy like you would find in a 5 star hotel. West Seattle is super fun and amazing dining options are within walking distance from the Sweet Orange. Cassie must be a designer or knows one because the house is beautifully furnished and the paint colors complement each other so well. There is also beautiful views of the water from the dining and kitchen area. ";;;
"<br/>It was so hard to leave! We would absolutely re-book again!""";;;
"9531,20133760,2014-09-24,12649612,Teresa,""The Adorable Sweet Orange Craftsman was all it we hoped for! In spite of my Mom being in a wheelchair, the two little steps up on the porch were no problem, and the place was SO comfy and welcoming!";;;
<br/>We arrived from the east coast on a late flight, and were just exhausted when we arrived. Everything was ready for us, including lists of places that would deliver food. There were yoghurts and fresh fruit -- just what we needed before we collapsed into our (REALLY COMFORTABLE!) beds.;;;
<br/>In the morning, we discovered half-n-half and COFFEE - so welcome!! There were also common spices and all the dishes and pans we needed to make a few breakfasts there at the house. Trader Joe's was just a couple blocks away, as is the Sunday Farmer's Market. To our delight, the place was only a few blocks from our daughter's apartment. It looked further on the map.;;;
<br/>The Sweet Orange is so much more convenient and spacious than a couple of hotel rooms would have been for the same or greater cost. And my elderly Mom was able to nap and take care of herself much more easily and enjoyably. The decor is classy and clean and cheerful, and I was even able to do a couple loads of laundry. ;;;
<br/>Cassie thought of everything, even orange umbrellas for the inevitable Seattle showers. She even had shampoos and other toiletries, and a blow-dryer, in the linen closet.;;;
<br/>Just note, the place is not technically handicap accessible (the single bath includes a tub, not a step-in shower). The third sleeping area is a twin bed on a little porch off the Master bedroom, so your extra guest or child will have to traipse through the Master (our 22-yr-old son chose not to, but was comfortable on the couch). This was thoroughly detailed on the web description, so we were okay with it.;;;
<br/>We love West Seattle, and since our daughter and her new husband will be there for a while, we look forward to staying at the Sweet Orange again!;;;
"<br/>Thank you, Cassie, for making our first AirBnB experience such a great one!""";;;
"9531,21543788,2014-10-19,21418378,Maenad,""What an amazing place.  Close to everything, yet on a quiet street.  It was great to be able to cook when we wanted to, yet be so close to the junction to grab a quick bite.  The house is beautiful, I wish I had your knack for decorating.  It was a great place to launch my runs from, and close enough to run Alki and Lincoln Park.  The space was perfect, everyone had room to spread out a little.  Much more enjoyable than a hotel.  It was fun discovering how West Seattle has changed since we moved.  Thank you for allowing us to stay.  """;;;
"9531,22678209,2014-11-11,22169890,Eric,""Awesome! Your home was warm and beautiful. We appreciated the fruit and chocolate so that we didn't need to Trader Joes right after arriving. The whole experience was really inviting and wonderful. We had never been to West Seattle before, so had no idea how close it is to downtown. This would be a great place to stay for a football, soccer, or baseball game. Now we know. We would stay again in a heartbeat. """;;;
9531,23319795,2014-11-29,5490100,Toddy,This is the place to stay in West Seattle. Cassie has thought of everything to make staying here 5 stars. My parents stated for five days instead of staying with us (too crammed) and let's just say luring them away from this cozy warm well appointed and beautifully decorated home was a challenge. It was all around lovely. Cassie is the best airbnb host and we will use this home again as soon as we can! ;;;
"9531,29816001,2015-04-13,25896657,Lisa,""Cassie met us upon our arrival with the most adorable pooch in her arms.  The house was absolutely lovely: cozy, warm, oh-so comfortable and beautifully decorated and appointed.  She even left fresh half and half and butter in the fridge and had a lovely selection of local teas and coffee to consume.  The neighborhood was extremely convenient to the business section of West Seattle, although the street was residential and quiet day and night.  Very walkable area and extremely close to the wedding venue for which we were in town.  Also, the house was an easy drive into downtown Seattle.  I would recommend Cassie's cottage to anyone who wants a darling home away from home, and would go back in a heartbeat.  I have some physical impairments, so the bathroom was tight but it worked.  Lovely place and lovely hostess.  """;;;
"9531,30975588,2015-04-30,26665606,Lisa,""The house is every bit as gorgeous as its photos.  Delightful warm touches through out, we had high expectations and they were really exceeded.  Kitchen is on the smaller side but fantastically appointed with great views. Great neighborhood, quiet but close walk to shops, restaurants, and bus line to downtown.  Quick drive to Alki beach or Lincoln park which we and our dogs loved. Cassie (host) checked in on us enough to make sure our stay went smoothly  and was helpful and responsive with any requests.  Overall a real gem, we would enjoy any future visit to West Seattle at The Sweet Orange. """;;;
"9531,34630162,2015-06-10,24169399,Tea Rose,""We had a fantastic week long stay at this beautiful and ideal house. Beautiful views, great location for restaurants and shopping in West Seattle, and a comforting home. Cassie was also particularly attentive and helpful in all ways we needed.""";;;
9531,35447715,2015-06-19,26822390,Ryan,Cassie was always on the ball and very welcoming.  It was a good location and a nice layout.  Will hopefully be staying again soon.  ;;;
"9531,36378720,2015-06-28,31019555,Eugene,""My son and I were visiting Seattle for 4 days to visit colleges and also see family in West Seattle.  Our stay at Cassie's place was so relaxing and comfortable that it was tough to leave and go back on our college tour.  The house was immaculate, cozy, stylish, well appointed and very peaceful.  Cassie was attentive and well organized and our check in and out was flawless.  She even arranged for us to work out at a fabulous gym nearby with a free 2 day pass, which is important as my son and I are fitness addicts.  The highlight of our stay was laying out on the porch and getting a suntan while looking over the bay after a long day of touring around the city.  We'll definitely stay again when we're back in Seattle.""";;;
"9531,36815364,2015-07-01,33541715,Yue,""Cassie's sweet orange is too great! Beautiful, clean, comfortable, every detail are always in good taste, photos and display the same! Cassie is very enthusiastic, we introduced details of house use! I will recommend to friends of sweet oranges!""";;;
"9531,40420858,2015-07-31,8240057,Janet,""No wonder Cassie is a """"Super Host""""! From the moment I arrived until my departure, I was treated like a welcome friend. The house is charming and full of personal touches. Furnishings are beautiful but comfortable so from the moment I arrived I felt at home. And because the pantry was loaded with things a guest immediately needs, there was no need to run out to the store before settling in. It is obvious Cassie loves her home as well as opening it up to guests. The location is perfect, in a quiet residential area but walking distance to shops and restaurants. I fell in love with West Seattle and look forward to returning year after year""";;;
"9531,46691120,2015-09-13,12583886,Dani,""By far my favorite neighborhood in West Seattle & the cutest house on the block. The house is so charming and comfortable. A couple blocks from the junction bus to take you to the city, five minute drive to Alki beach, and my favorite bakery, bakery nouveau is two blocks away. We will most definitely stay here again next time we visit Seattle. The space, Cassie & her manager Morgan made this AirB&B experience perfect. Would recommend this place to a party or 2, 4 or 5. """;;;
"9531,48198425,2015-09-24,19814415,Nan,"" Having stayed at more then a dozen homes that we procured through Airbnb my husband and I ranked the Sweet Orange Cottage as one of our favorite. The cottage was not only beautifully appointed, spotless and fully accommodating, but Cassie was attentive and a delight to work with.  In addition, we very much enjoyed the location...walking to the shops and restaurants at the Junction, renting bikes at Alki beach, and riding the ferry to Seattle which gave us many more great day-long adventures. <br/>If we make it back to Seattle, we would definitely stay there again!""";;;
"9531,48575318,2015-09-27,43227813,Becky,""Wonderful place! Great location. Enjoyed meeting Morgan, very helpful and fun. Cassie was very nice to work with, made renting an easy process which I am very grateful for as my time was limited. Everything was perfect. Except the fact that we couldn't stay longer! So much to do in the Seattle area!""";;;
"9531,49776557,2015-10-06,1604933,Nancy,""This is the perfect vacation cottage!  Cassie was waiting to greet us and show us around her super cozy cottage.  Very welcoming.  This house is not only absolutely adorable (the decorating is amazing - color everywhere and so tastefully done) but thoughtfully equipped with everything we needed, and more.  And it is all nice stuff, not somebody's leftovers, as in some places we've rented.  We were able to enjoy the homey atmosphere (and the lovely yard) with our kids and grand-kids.  Oh, and the view!!!!  And, the neighborhood - so many shops, restaurants, bakeries and bars!  Just can't say enough!  Can't wait to go back.""";;;
9531,50102105,2015-10-09,8717743,Natalie,This place is a gem! <br/>Cassie is a gem!<br/>West Seattle is a gem! <br/>Already planning our next trip back!;;;
"9531,50443875,2015-10-12,38580373,David,""Beautiful home, clean, quiet, excellent host. """;;;
"9531,52813180,2015-11-02,28371203,Alyssa,""The Sweet Orange was perfect! We are local west seattlites who wanted a beautiful place to stay for our wedding night, as well as a place for the girls to get ready. We were blown away with the how beautifully the house was restored and decorated. It suited our needs perfectly. Thank you so much to our host, it was wonderful :D""";;;
"9531,56955986,2015-12-20,21542474,Helen,""Where to even begin describing the AMAZING weekend we had at the Sweet Orange?? We live in Seattle and wanted to have a """"staycation"""" in W.Seattle, as we rarely make it over to that neighborhood. The Sweet Orange was absolutely perfect in every way. It was BEAUTIFULLY restored/decorated (Cassie has an amazing eye for color and design!), absolutely spotless and extremely comfortable. The house has a lot of charm, a view of the water (we were pleasantly surprised to find out!) and is in a great location. We walked a couple blocks to The Junction and ate/drank/shopped our way through the fun selection of shops/restaurants located there. ";;;
<br/>;;;
"<br/>Cassie was an incredible host and fantastic communicator - someone needs to pin one of those """"super host"""" medals on her! She responded to every question and request we had immediately (even while she was traveling to the East Coast on business), was super accommodating and provided us with detailed information that was much appreciated, as we were planning our weekend.";;;
<br/>;;;
<br/>I can't recommend this house highly enough - we had so much fun staying in it, and Cassie provided us with a wonderful experience!! There is so much to do in W.Seattle - no matter the season. Huge parks, great restaurants, Alki Beach - a weekend was not enough time to even scratch the surface, and we have promised ourselves we need to make an effort to visit more often!;;;
<br/>;;;
"<br/>Thank you, again, Cassie - for playing a part in such a fun weekend!""";;;
"9531,58357208,2016-01-02,3548908,Linette,""Our stay at Cassie's Sweet Orange Dream house was one of the best Airbnb homes we have had the pleasure of staying in. I stayed for one lovely week with my family for the holidays and we found the home to be not only cozy and beautiful, but also so tastefully decorated with such character and impeccably clean. Upon arriving I meet with Cassie and found her to be so accommodating and helpful with such great energy. West Seattle is also a great part of town and Cassie's house is walking distance to coffee shops, great restaurants, a gym, trader joes and so much more. It is also just a 10 min drive into downtown. We couldn't have been happier with our stay and we can't wait to come back and visit again. Thank you! """;;;
"9531,73045013,2016-05-06,2246882,Judith,""In Seattle for a conference we chose to stay out of the city centre and we couldn't have dreamed of a more enchanting place to stay than the Adorable Sweet Orange Craftsman.  ";;;
<br/>Cassie made us feel welcome even before we arrived by the warm tone in her notes and her checking in well before we arrived.;;;
<br/>The house is easily accessible by public transport and the junction has all the stores, restaurants etc you need.;;;
<br/>But of course the crowning glory is the cottage itself. It is comfortable, quaint, beautiful, and welcoming. If anything, it is more beautiful than the photos and the surprise for us was the fabulous view of the water from the dining room. ;;;
<br/>From the balcony for breakfast to the fireplace after dinner, everything conspires to make you relaxed and happy.;;;
<br/>And finally, Cassie was the personification of her emails- bubbly, friendly, generous and so helpful.;;;
<br/>I couldn't imagine a more lovely place to stay when you are in Seattle. I just have to find another reason to visit and we will be back for sure.;;;
"<br/>""";;;
"9531,75731736,2016-05-22,4823412,Sue,""6/5 stars! Beautiful furnishings, super comfortable beds,and great neighborhood. Everything you need is within walking distance. We loved sitting outside on the deck watching the sunset over the water. Cassie was warm and welcoming. We now have a place to stay when in Seattle (assuming it's available). ..don't have to bother looking for hotel rooms anymore. It's no comparison. ";;;
<br/>;;;
<br/>;;;
"<br/>""";;;
"9531,79645797,2016-06-13,55943366,Cindy,""Cassie was a great host - this was our first AIRBNB expericence and I think she set the bar high!  She welcomed us early as the cruise ship disembarked early!";;;
<br/>West Seattle and her location was perfect - walk to great restaurants and coffee shop; hop on local transportation easily; peaceful neighborhood.;
<br/>The home was adorable! exceeded expectations;" Can't say anything negative!!""";;
"9531,111597193,2016-10-31,57675899,Kathy,""The Sweet Orange is a perfect location for anyone who wants to explore West Seattle or travel into Seattle.  Two blocks from public transportation and the groovy Alaska Junction where shopping, restaurants, bakeries, and grocery stores are aplenty it provides the perfect respite for any traveler.  The Sweet Orange is truly a home away from home.  The warming fireplace, comfortable accommodations, and clean, vibrant colored rooms are welcoming after a day of exploration.  The owner has thought of everything to make your stay special from the soft organic towels to the spacious and warm bed.  And the view of Puget Sound from the back window is amazing! The Sweet Orange definitely stands out as a special place among the many rental properties in West Seattle.  """;;;
"9531,191012991,2017-09-05,21701542,Aislinn,""The pictures of this gem and reviews of the home and host totally do no justice to how truly amazing this spot is and what an art Cassie makes out of hosting. All I can say is if you want to see Seattle, this is THE place to stay!! A home away from home- we'll be back!""";;;
